package	slot	class	label	count	reccomended
soil	env_broad_scale	ENVO:00000035	marsh	1.0	False
soil	env_broad_scale	ENVO:01001791	mediterranean forest	1.0	False
soil	env_broad_scale	ENVO:01000198	mixed forest biome	1.0	False
soil	env_broad_scale	ENVO:00005801	rhizosphere	1.0	False
soil	env_local_scale	ENVO:00005802	bulk soil	1.0	False
soil	env_local_scale	ENVO:00002116	contaminated soil	1.0	False
soil	env_local_scale	ENVO:00000035	marsh	1.0	False
soil	env_local_scale	ENVO:00002061	oil spill	1.0	False
soil	env_local_scale	ENVO:00000189	peat swamp	1.0	False
soil	env_local_scale	ENVO:00000033	pond	1.0	False
soil	env_local_scale	ENVO:00002044	sludge	1.0	False
water	env_broad_scale	ENVO:00002152	biofilter	1.0	False
water	env_broad_scale	ENVO:00002270	chemocline	1.0	False
water	env_broad_scale	ENVO:01000004	concentration basin mediterranean sea biome	1.0	False
water	env_broad_scale	ENVO:01001020	hypersaline lake	1.0	False
water	env_broad_scale	ENVO:01000207	mediterranean	1.0	False
water	env_broad_scale	ENVO:00000044	peatland	1.0	False
water	env_broad_scale	ENVO:00002042	surface water	1.0	False
water	env_broad_scale	ENVO:01000860	temperate marine upwelling biome	1.0	False
water	env_broad_scale	ENVO:00000446	terrestrial biome	1.0	False
water	env_local_scale	ENVO:00001997	acid mine drainage	1.0	False
water	env_local_scale	ENVO:01000006	coastal upwelling	1.0	False
water	env_local_scale	ENVO:01000207	mediterranean	1.0	False
water	env_local_scale	ENVO:00000018	obsolete dry river	1.0	False
water	env_local_scale	ENVO:00002002	obsolete food product	1.0	False
water	env_local_scale	ENVO:00000055	saline evaporation pond	1.0	False
water	env_local_scale	ENVO:00000017	saline hydrographic feature	1.0	False
water	env_local_scale	ENVO:01000205	subtropical	1.0	False
water	env_local_scale	ENVO:00002926	warm seep	1.0	False
water	env_local_scale	ENVO:00002001	waste water	1.0	False
water	env_medium	ENVO:02000047	animal feed	1.0	False
water	env_medium	ENVO:00002152	biofilter	1.0	False
water	env_medium	ENVO:00003044	brine	1.0	False
water	env_medium	ENVO:00002153	compost biofilter	1.0	False
water	env_medium	ENVO:00002224	eutrophic water	1.0	False
water	env_medium	ENVO:00000021	freshwater lake	1.0	False
water	env_medium	ENVO:00000020	lake	1.0	False
water	env_medium	ENVO:01001038	moderately saline water	1.0	False
water	env_medium	ENVO:00000569	obsolete marine habitat	1.0	False
water	env_medium	ENVO:00002227	obsolete saline water habitat	1.0	False
water	env_medium	ENVO:00002154	radioactive sediment	1.0	False
